web_scraper_order,web_scraper_start_url,data,price,data2,price2,image,image2
"1771750582-21","https://eleveprints.com/en-usd/collections/t-shirts","Cool Vibes Emoji Graphic Tee","$41.00","","","https://imgproxy.fourthwall.com/joniOIhswnD2gk9b4TIH0TbnO5H9p-ZJ4couNb0t3ec/w:720/sm:1/enc/f6RvRoAk-JSDSP6t/c4bDXtnHNGk8R4on/dHeS36rhU614N-ch/bsEvu3raLvJZPAzY/uTwdwr-IXvw1cNZ1/H1C6Iro4ua9E2N8h/AxIccb9LuYX2hk72/s0pFFTePnx7bfu1S/0gdIBE5cG-NsVZ9I/TphXlZa9hfyJ23nv/M1OTsWpl5UZkdnDM/Vaa7IBPsmBh3jrX8/U5jO2WOrcFDtTIOb/ol8AvlAxFaOlOJeO/WJWd0KGc7ts","https://imgproxy.fourthwall.com/0LdM5sb78r2OXy0PUOBZaasgWuFhRJprZ8VnRDZ2rr8/w:720/sm:1/enc/jK6nIwkE_AS5X7sM/JhSJZqKLTd6HY2QT/KJoORgDtq9GURO9h/8aH0ep18M0jGmXS3/qaDMAD1stJOeVTEJ/-kkxhdJRZvVb9mHN/xPkuRPnK-1HKa52d/3YkWc50bU6uP3s3U/5qx8aPNf0niwSEsY/O3vu-TfzDkaf_eUk/HM575jkmuKZyrBrJ/Yx3Wnxi4rAWJu5t4/NrZZDnvYCgAp8wlF/yN5fN1NGhRSbbEQH/56kV7arJcno"
"1771750582-22","https://eleveprints.com/en-usd/collections/t-shirts","Empowerment Mesh: Believe in Yourself Sports Jersey","$25.00","","","https://imgproxy.fourthwall.com/hmnqJYhPTmA_JuOimQqyBZnnPdNIRj-r4pDXRgnrJd4/w:720/sm:1/enc/etMw0cCjic7ZQzIl/KGOlFRK8BdZh9wRY/DdSuNeF_lDsxUJT0/oIJHj6TWULiMK3u_/9-KwrliFQOXh6VC2/lNuh5XkkkRe3RnWZ/3QAIMSjSP5vYN_yr/TnCHLV8V0jwtSlic/zgXqpCCcepitS-sJ/0iww7BRmVzknDYG4/aSoPsh4jjwe1aSht/ijiebchohZ9RKeFU/5bA6gmNAICTKaWjg/y0hDkizosDW4linA/5soVIqzCg5M","https://imgproxy.fourthwall.com/bZ90rURuZJRhbLe61W7hbg6u7yX-uaeo_ZpoYcmCKpY/w:720/sm:1/enc/lhkK1wWd3keiYEDN/kM-YrQc5C1uqNX4e/Fr6kZL1tuBBZDWmD/t1SektVG3QR2gWtL/w6CjtV6sF3RXFHaT/Xv4xfRmByT80seiN/UwpRjC5t4TXH0X7h/IYEth7Ss7mTu05ji/fb-ybgjXpt3LHxsJ/d8b9j8vi7EFFmaPZ/Bz9uxJz9FRO4PPhN/1P37cms7QVm6xtXK/WiAzAeqn8IcekgIO/KtHJOyKV5WXRJ6fP/bbQGvhNrCtc"
"1771750582-23","https://eleveprints.com/en-usd/collections/t-shirts","Heartfelt Love Women's Relaxed-fit Tee","$24.00","+5","","https://imgproxy.fourthwall.com/yz6EfOdYRw50FYP0uRoT2G87xDv6iWnNk-Mh8-5pPWY/w:720/sm:1/enc/tmMMGoO5OzYBLhyd/3hJpLTBzeSJ99uf1/FVcitdARD3cCx9sj/J-2NtBxfS4veFiEO/-0cKSH9khQwtj8bU/jbKxyFxBBDrFAJja/UQzLLLJtQCUAGfQC/tZxuS8N_2YuD5xgs/fRbbujs5ed1GiA1U/2nMy9E1-l1S9HGvl/yS5xx46NqHIQBM-e/wja3HzLVNtDOyWyM/8myqTA0y5x2umJVe/FKDO8scI1dTADxQA/HXFZztR5SxY","https://imgproxy.fourthwall.com/V0D5k-BfBuo_BSuNy_nx1d87pi8L9wnytj0xPQjE-pM/w:720/sm:1/enc/2RkSchn2dxwGxKUq/Df0JJqXJuTI95kaz/iaDlSPbefUOg6fFs/vB1QURu-1jEQ6tBx/gV4VpflhHYHMH18a/sZixG0YZL_KyG1IB/o0swWOZ2J4WtfpbL/SQBl9YBAcu4Wz9nF/eTmj4U-QIeI3xEWk/V7wHgBHx_-UPtDpn/oLeT_77K85vDobkP/JDQuKvG3zohvGJac/tVHNmAONY_n8rLrg/gCYIwBsxCyocmIhN/AqFa5cRjEfo"
"1771750582-24","https://eleveprints.com/en-usd/collections/t-shirts","Aqua Swirl All-Over Women's Athletic Tee","$44.00","","","https://imgproxy.fourthwall.com/xnoSmC3N80uQONJdRdrq1-VpIERsZepBIIFd71xXyaY/w:720/sm:1/enc/3jBmt8YpPvhvZ4-m/_Cj76A0mHPJkfymf/-d-ESq1_jBSVT3Sk/qXYN_2ZLL3gOGXU6/brMwlbeZWnR-ESI1/RnFy-qEHPhx68rOW/7rB_cKZpoDImsL_6/3YsmmLTO8amtdFDu/mJSvgRZJORVBfV4t/0AkG2XQbRSNlpj6A/86d2zPJcgNDSTuWU/grma1HpJ_eP-NZ0c/a5foMx-BJQ2IQ3Mw/6cJgsmF7fgyA8Syk/W34A92NO7tA","https://imgproxy.fourthwall.com/grH0UNmEPxvMZqEnU3Wll1mBmB4Lw77ig6PtMmy99MQ/w:720/sm:1/enc/ZQWMfQtfedHieqf2/mTOx7ey0fiXAWAUR/hIhDEqRoDGKtwFoD/pGco9CAEwoun9MIs/zXbVERkcPhKBO35t/sUzi8l1t0I9cZWoe/0HkuxSsRBX3C_b5-/Uwetxl-tUvdTLkQL/IYk0SfOtSpwoDnxL/y6LQh3bqs7O_QycI/AjGqokke_gmw53BU/QMw24t5nCgSkxJJ-/2jH3GCmBArO-hXGH/0eX5qdzLG_9ExjDO/WBsOu11A8d4"
"1771750582-25","https://eleveprints.com/en-usd/collections/t-shirts","Dynamic Leaf Fusion Women's Athletic T-Shirt","$44.00","","","https://imgproxy.fourthwall.com/iKrBjaOx1fT0paFyqtVz-LZVAswUuxqtLpt0_tPYJfs/w:720/sm:1/enc/Pz4IPCOxazZnLCzK/Q-klY0Yy9dtb9U_H/F4Butb8aDv8V9Y2b/UqBnVxjaf67vB0rY/rhmLxvb1riCw1i9n/EO4dKi2bghbuo6R6/cQt1AKLRcDhMHkss/BTgicFR0JBdyLcre/ofnpJHIfCeQYr8Pi/gtyJg6A9b_gfNqlC/-hGQbEI1XyUHP9WL/5puKkGNBPEwtOp2_/-TH4myifyJxBVANP/5zllqHYI21QKqHg5/cuWrFcKPGnY","https://imgproxy.fourthwall.com/2eRo9FXHabjdd22pVT0atMDVCzFOm2tbZzY1uIZdawQ/w:720/sm:1/enc/zMkYt_nEEiH9O1i3/TpYWVBIBqew0aFjT/MRONLIwkM4hlUqLy/vTck5crcIVEM-r2O/UzfoI35m8LwcsQZS/9vBuQAvlsVfHdTRD/6WwttWdszEukiRjW/G51rQlv9bomp932u/JPBh9qEajYXtZy6M/xekVIm4Ao6aPo_wq/1MkN5_Qr6NrTwtDv/9Yan8OowxeRC-qfH/cb_aRNeBapS16VDq/M90VvImYgQFWSQmh/XPAQI__-2Hc"
"1771750582-26","https://eleveprints.com/en-usd/collections/t-shirts","Customizable All-Over Print Women's Athletic Tee","$44.00","","","https://imgproxy.fourthwall.com/rLahLTfe1aEU1UxDGwDfovOZnjgcC_Jezb7sq-x3t0s/w:720/sm:1/enc/04VMYbXtSqLxodFc/GaqM5BaICRmGJmBX/lBakRJfOh1q_pcNu/k-9J4imYJvSQWZr5/8KkkaFUaViK-uReX/4DqrkI8ZvUKN_HUQ/_X1wkXP8epUDI7LL/MoBwvdO6IcH2Sw4C/4X9QWbWqEnP0Z3R5/UMFoXg1AJP7UUE0h/0ocIkTCoqXhrNeI2/aE8xYLyK-jiAxQ9q/ROojMPJSYp3jTfF4/KPGKiPoABPaX3GXp/v9Xokp9sXMA","https://imgproxy.fourthwall.com/1F0JDYSS1E5qx-Cf7fXZBoCKm6n53mF4wX31U6rPdDU/w:720/sm:1/enc/n7b_45nsyBkmEL6w/GrQgBGK9GQt7zp6-/Ce8AlA4JW3_6r8ZG/eqKYme0xQSWf5Iss/GHT2htry2-Gyd7-d/QNPRhVHg4KqKbCF1/AGW6kfd93p0DbEjn/LM3XQKY2N2AyqxYq/9s3tuaUaPkgE0CtS/RQK1qI-ciWlzNn0H/6d9W4YuW-QUc_y6x/W69ytSmFHsm9OZ47/s16IQo3SSInaeeCa/bszWDiqxuc1N9dCx/XevCND8fRZE"
"1771750582-27","https://eleveprints.com/en-usd/collections/t-shirts","Cloud Nine Women's Athletic Tee","$44.00","","","https://imgproxy.fourthwall.com/du9O-r1-eeWrIhjXDLxMhVzF1UmP2TgAPrmgyYVQuJI/w:720/sm:1/enc/_DCfS-ZaCAAsq4Yo/y3H294vF-ouDJ8SK/ic1FuDX2G7xUiypq/206aDh1YW_WpZfni/5oyMZ8RnApxXnuMn/y5ITVL3zhXfU45j7/PsZDkuzub0y_WeEa/KbMrnCo6KAGWCq-1/qJtSSflt1ov5shFg/kOgMwrhEyq1njMJZ/mOgJidOTAqll8DOL/uq6Z0rXkEMtewEUc/z2A3ieZDDdoV2MOt/B3fCVMcBG_khI1K-/ej7CUzcwu0E","https://imgproxy.fourthwall.com/B5iWp7QccxKpPp-uKLF0cuGw5NyJibWCYg2uo2DaIWw/w:720/sm:1/enc/gd-7VzJ1WJTU2dUL/pS_dKeyu8xa__RGb/nEwFJYozhQrsoEsX/gzSNXvmsJPMibV0J/WqXbUjqPp5Qa8owK/VLXMsA272M0CoLVY/-mQC2fLwxhuIwRBs/zz7yDNO3Js0DVO41/M9Q16Q_MNsWyFijS/RH0adHYkkz7Lj1hv/TubXzSo3EwjweV2K/kCn7h7ZjeaC3Nsog/cyZQoY8tlmsrI3UW/gD4tHi6gKum6ooj0/eI-4wQctd5Y"
"1771750582-28","https://eleveprints.com/en-usd/collections/t-shirts","Radiant Blue Tie-Dye Women's Athletic Tee","$44.00","","","https://imgproxy.fourthwall.com/mMl4Naj69Ik5mZXiVpalk-a9LwOaVvsMNjQTginMC6A/w:720/sm:1/enc/svfpgTCeMRlG231E/c_cmyL4CZuEBpca_/JrVLquPN6k-YuNOW/iah60J-9P7wGPcEg/WDKIMUdUOAbVL3aC/m07hBG-TtaSzLhKZ/huz0wPILQ6vZmuMj/EC5zjdkEvR6TS43S/fT2OuVP_8E84dbow/NuADJu72KXeYVqoY/AfbstbtyVDiCsaUA/YgGoI1JHg5EGMiUL/ARsPBcitGa7meuAw/8uog15IQ1E1ledfC/r4wDgY_9oC4","https://imgproxy.fourthwall.com/d2NPhdhAlZ7Izy9sYkbtD-owokyviEwL7cMLC38VH2c/w:720/sm:1/enc/lAbpUDyNneXsnfDU/ojXyV4xkdUqUl30d/bg1uQLGii4LTzkuE/4ELhmgZo-2e8maLX/RaejAZavxghrAJZ5/jgmXGaNC1R1WbcBe/NqRP698MbhWe48nT/UWh4W1qm7km1XpoF/sZrB3IeL_gvQfeqY/5PIotrBt2pcnrW2N/fRZoG77e0vBI1lN6/aDonLgWYgDQvBIkH/KSJNrQpQOOEhFxQ4/bIjknttIIeGoq539/QDiJB7BhBog"
"1771750582-29","https://eleveprints.com/en-usd/collections/t-shirts","Zebra Waves Women's Athletic Tee","$44.00","","","https://imgproxy.fourthwall.com/aJg59jfL5NUyO_5Xz7-5omqdXOL0RBJ1QaL_VHxOn7w/w:720/sm:1/enc/n9QJb0rxOJZBRtqU/DaaUMirynD3WY2_3/Wo8RjsOK1wzDVBdR/RDrXqazKYOnlelvp/ZnOC7hSV78EZ1T8o/mv0c45ir2NsN7_yE/my8LtNR8MQNY6Da6/WCo3ig480cAGzxGJ/BSXrtGAOrXkQMMVH/dRD51ZcPCDJKkdp7/WLNJyMeSR5Gs8q85/FQ9JRFH9H1WMT0dp/0nIkmn6kLWB1maWH/uK8BbbwyVHr1WmX8/VpaKpqjOo-U","https://imgproxy.fourthwall.com/UHgbXKUu1_BOEqX0w5KZqgzmiTaw7sfY3RHsqpHpeVc/w:720/sm:1/enc/Fik56TQ284gFRW9x/M3XNHfIBKZ-v6RWo/v5q2wbD67l-LAowy/9GiZDGe09kSwZd32/n7QUmzX_Ot0bIh2l/kgAarw8_JxqPT1Mw/QTvprsXKD-Nqc_F-/XrNSKHAuYsf0YDOA/VYrop6ov1Cxp9FlU/lLHXyGtvmvqP3xuQ/WL6LJjKfXMvgoXyx/8gEXbJHxUg08ghX3/FBYVGE2AJ53BAOyr/5Mb4hpI798C9pnrT/UQHNj3ASqyQ"
"1771750582-30","https://eleveprints.com/en-usd/collections/t-shirts","Butterfly Dreams Women's Athletic T-Shirt","$44.00","","","https://imgproxy.fourthwall.com/XreMvWh5tDB5mFMycsd3eFW6UQ2QAdVzjBCOUWyqoeU/w:720/sm:1/enc/EHrRhPqO3MySk72D/s9Xrtf2mOep9InRb/kPvXzn95fyYleO6p/iJFwgqbF-zroc6wN/XXjuwGoldgE7xv5F/QFNj5vJYVt2GzQsv/FYo9Dz7SgR3DOpzX/ZO1bYFJxDFpV0agZ/3rREBJr94AHdcuic/alsR6y6cSZQ7mydl/Z2IxoODfvvtqdyn3/JXXDk6IFND3eBcGv/rZv0UEyASlFA_590/k0d5rH3XqeJiB8eN/Kvb45yD_UVE","https://imgproxy.fourthwall.com/Z78LQcUz_PSQuiC1sF0B5U4uB2N4umCEPb43LtbLljY/w:720/sm:1/enc/rHbKxGxIcLrY6LtV/5nqkRjkOkWRHF9aZ/VjnO-TOAGZ1wWJCg/17c9bz4Rpil_yH12/Dy24woazdI47DCZV/Gx-65VgPy7hQ1D8M/o7perbs0ZnyZxl2p/AqviS8ueeb-M3aCk/CmgXaP3NI52WHvXI/U_65N-63RcpWaCot/U1zPyoMFJmvmAKA_/WIR7Z4ibZgY7WW0Q/rrkQkdasQvo5ZsMM/N_vWsQxnVVnCr_3i/h1raZ6ZKGw4"
"1771750582-31","https://eleveprints.com/en-usd/collections/t-shirts","NYC Landmarks Illustrated T-Shirt","$25.00","+10","","https://imgproxy.fourthwall.com/oIJgxNoEm9weUrAAetYlu3cB1ayGURxTc5CosY2AaaY/w:720/sm:1/enc/Zj8SU4kGJveHkq3t/9du1qi5k8umSHVbh/20P1D3xj_AmhVXGU/7nFjDHaUpIwc1J9T/sF8ZZRxQ86NbOnCq/TZpFTaaDmFvaHa0h/dvJjPFQE9fGuKzWM/EfFLWfo3BzIOj7JD/-jeHpuj0j5uW57uG/tevtcRvPyUcyBQZE/DwTSbGhjNnqdiO83/m2O2VJ9dJbv8g15D/VzGdo0oFeLaA4eh1/i7tJfu3h-ie5isF_/TagOFPwPcnw","https://imgproxy.fourthwall.com/e9g0SCToi2C7hU9HFbNq1Vu3n62CCQg3FAjQIKQHUSo/w:720/sm:1/enc/iTq0F4WaauNpxitZ/hp630lr8zQtZaPQq/YW0D6InfV92lib_f/iN7RSIUkJ-8VbER6/wRrwzqBHjL8fq4Al/9ZSgkHFMTXH-THxt/ydVNgb2G-D0q5um8/Pi8NAS7yR-DaTi8x/GE7eFQbtLCDN-uPa/JlPLq5Wjiwh9_UcK/bDzZx-R3FHY9tKP1/QvdJ593pIFUIZh9r/GwtYQvveE6OUlLMu/nsjcP_K0XHVkGXPl/Gfg0A2ieYMY"
"1771750582-32","https://eleveprints.com/en-usd/collections/t-shirts","Bionic Angel Wings Unisex Pocket Tee","$29.00","+5","","https://imgproxy.fourthwall.com/7SP82NDkrrh9JUQqxr_gUIyDYF953k3i0nxNvtWhgKI/w:720/sm:1/enc/dW_vkFZedKkUvSX4/PejxELXWfdWPfx3Y/69ICi8L5lHxwBp3Q/2qaDr_Tlxtqu7daa/rseKNTtHjkwHt3ix/CT0Li-t0WRYEa1Fd/S_8MfvObY-7AHCgz/Kzd2GGcUDhTYf8iz/WYz38PMPoOrCdaS2/mcqQT8edPnuYlUzM/_1TvGG8Nmf6i9-0w/Kn0IPupdCVBkABsP/Mdo84FcHifE8AdHg/ZPZVjmlgCx1O-X6b/mgKOugyXawA","https://imgproxy.fourthwall.com/xq3_u9ZhqwWFPzxvmwMS5Y6lINHl5O4O0Wa_5fIDfIo/w:720/sm:1/enc/o7uQvYPNNPIR7SBE/MQLKK59vE-rYwJYd/HUafw-eivm5nqDCr/nGBuviCFqvre_-F5/66phychRt7_CgMuM/gBXBcrNH7GQg5mYj/sPgDeoXvTO6qEAKF/ojUr4d9A4KG6aJwl/BwTRCrGAElSjHrlQ/rUP4GGILomgGD9v2/odFrC8b26pIotSXY/VhB8N3VDbQnfgCJO/aWyy0EVX9iXF4Nc6/6njLaauoQ88ObnXY/UbDNH7rYDes"
"1771750582-33","https://eleveprints.com/en-usd/collections/t-shirts","Vintage Classic Car Sunset T-Shirt","$25.00","+10","$39.00","https://imgproxy.fourthwall.com/JLu8dYIpO6O6whOG64LBIFnX-55_HdykIHEFAlPoKN4/w:720/sm:1/enc/U92_px3DbYEF_xDy/1r1_USHiPpNJz_Dk/-DbGp4YHDIBnSQaL/2X7MGCBNB9uoNUxT/KR_g6KmbcDVXY6IS/0Dbyr-jCCsr8GQ8K/MVGFnF_OO5MINjxL/oWuzLq3NE403P4WU/kKQB7rafwS3szlAK/T-RyJdocLO_8hP3I/SVjVzMnQkRF1MjII/ZdQVZASIbSh4NyIq/mJM6e5hVWEl0tjSA/C3ncdK0Pn8qK0O-Z/pvEQ_JC2NFg","https://imgproxy.fourthwall.com/QDIzvNUpTOMi2iLfHyM9vwOZpdgYQOTehMgI_VORhuo/w:720/sm:1/enc/l6LJI6MO49c4owug/4EB6sTXow_v5prGo/QKEB-GF8XFEpAUrR/1RBXAHFJd9rP8yzG/gGRATr8J4wBSpGTL/Q-q4YiRO8jDqF1pD/j4AgPA07XvIzs4F3/V06bGJstnV5hV7YS/gziZAyWwUuPSjYlE/5m31zGFG4RIJUKy9/LelNoDc9bFnBPxXu/kzh3yRVGMoDRTTet/mHUvlakKp-chZ5Lo/KVbv5aANyLkGTMX-/O-4oNQppe_E"
"1771750582-34","https://eleveprints.com/en-usd/collections/t-shirts","Rose and Serpent Long Sleeve Tee","$25.00","+8","","https://imgproxy.fourthwall.com/aXPdvscDrSeKXgQ3T0wPT3t0k_c1TR24RWNlpfE2KOU/w:720/sm:1/enc/Ed6o_mAkHqf_KoGc/aakwwNYtvjf_ns7C/8UP20zd55-PmvKF6/9fx4SOdsN1RXqaIG/Bq8QdliEYUd_6eHU/TeF5bfeLhv1Up_D9/d4ZvqAAVNv4OAMAl/rovhVYBA-Zyr6qmf/NIGT4dDGS6zeIUtx/W4eUpa-XpGm5M-tN/tsdIIv_V-PK2UR-f/EhU-1aZAJX6fVb9G/04zURPHHNr7tIUpQ/sXUqjHj7Pe1mbW_I/GQINzcfex5w","https://imgproxy.fourthwall.com/kEd4Ck3lYd-R7yjW6b_Q_CVLjWG3JB1rFLg0iQaWmZY/w:720/sm:1/enc/wZIZlmI3zZa2la_z/vaQBwNNaz3urXJcN/P5kEQJrxJrs_ib8s/B5wVMipy07PV0win/F1RFdGZep9c89S2B/DdSc-rHRGgn8ij3a/W3CVIdBkboMpMxSd/3BFNSQp7QcfbQxBW/L0uc3xfbUxIdTE8O/qnXSqxVj8CG8j5qb/Gw5J3TbaUhhO7-AU/pxjjUsqrYUaCNtMz/yh-PQgLkxtyYHolA/r7V0Bpohz4DyXsF0/uFZFG5LswQY"
"1771750582-35","https://eleveprints.com/en-usd/collections/t-shirts","Colorful Skull Cartoon T-Shirt","$15.00","+3","$29.99","https://imgproxy.fourthwall.com/wjFgFUwhZ27JBeSJ9tE9reEJ3bdRYT87ZtnwegG1Op4/w:720/sm:1/enc/TfpJWGInUeJlRkjY/wVQgPMiMg1-UiaOm/j4oY7pJqDUh3-yFw/m_bh-ZsnkPnI_038/XB2VMnRQI0fHg739/aGw_1ovMfNACuPAH/qqJi0VsFkDtdoN1i/zu9mzB4-29ckfEBL/x5xS9LHKm0DNuJGF/3mhZamHoUGWtbedM/CngGc7zOHwejME80/7kqmy9_xyG5rp7Nx/QKLYwR6OMR4xoR9Q/iXt-4AmNU66h9qNm/Owx0QPdcrok","https://imgproxy.fourthwall.com/aQKnTWuICPrNgO6sZC1sOuMq5vCg-JYey_Bv-ojrjVs/w:720/sm:1/enc/KjDQNcR5MsSS4Cds/1KkOskuGO0rNNeZx/OkKiD1mWUYdrIFpP/t6e1jBs5cdq1eT41/uAHAvYDDI7_sjqKJ/TrpNfIk1hxe8cBEj/TmYHAm6yHcQD9HVb/C3T9o05ebTGqMeGR/ZDqiDL0-0Aho07IJ/t8sVoxbVy-9Jpbt3/iujfkn1crO85hEKf/7oWpVuB-afDhH-BV/4XNXw6uPG7Fs09m2/o0TIXf5hti0_6xi3/Qjbq6-RuON4"
"1771750582-36","https://eleveprints.com/en-usd/collections/t-shirts","Elongated STRANGER Graphic Tee","$26.00","","","https://imgproxy.fourthwall.com/QzpSHkEbH7mSweUvzkM5apjKXK2OSOURi8zLivRgaXI/w:720/sm:1/enc/l8YaskcTrRshISCr/rvnQh6wEumn6Tqwv/QiFUJcTrZghJZNrb/IPoSsuPlkHNC1f8q/xBfoUzw7sBOfhF_j/evp61Z6bkLF-dA7Z/nPeA7_VbsfOxbmxs/PgWt24_mF5VbjuAB/4VfGSQX_vJs1d5T_/S5FyeMaBzZyBYjvZ/m1D6rLSfnJ1j-RbX/2tXQp4944T0aqPSt/DHltvC7_M0UuZrKx/k8STW24k9YJ5EVHi/AdVBmPI9ido","https://imgproxy.fourthwall.com/_tbA2k2_N7q0QCXqUVPX0ALLO2uoRiKxqYRgR1mmzl0/w:720/sm:1/enc/dfbX2T4_cWkcmZTX/uxqADkogED7mayL0/odk5ejWhUjxBCJRg/Ny-rUPwRUGFGTM7n/cV7z6BNHNGA7Hnmw/7nrf3UgjMJFiWVAL/e_GAXjCIbV8mJm2w/M6Z29FRZpJaHRl0h/mE5CGPZD-l5g6l_6/y7Hf_4GUQfElrPd0/E_nsGcAH2QUxz56P/wOTQYLYcTd_t7OiB/DTg3ziq6cnrZnw_C/RFmLiMxvuFyThhSC/O3JjBgzNRtk"
"1771750582-37","https://eleveprints.com/en-usd/collections/t-shirts","The Legend Tee","$25.00","+10","$39.00","https://imgproxy.fourthwall.com/JlnrvB28Q-46Jhd0H5UsPE_9XETmSC54XegbWXv-c94/w:720/sm:1/enc/uLBI8XJuecXmsxO4/os8CHXcM8dA9ZIZd/i1clytNJFQtq0Ddx/IBZTq2-R6giK8xSb/k0Ie8QIQruRrM9uz/cy6M9kvj48QBtflt/5bVc4sgZqsknWC7A/gu8deELZUJp-G7hK/g_PKo-vYn0HqzXXL/d74A_ftJvi1Cfz2d/rgO7Cb6GfV4c3kBI/GfR-BccvfOngA7ND/_Xwp4aA_sXDXr45m/1kwmIbyxdKlvitoO/AeabFP2lnnA","https://imgproxy.fourthwall.com/bvqBPNeHCj4_q4IbNr5F5DMHK6zkF2yjc4k6eDhel9g/w:720/sm:1/enc/evIBqIHXZCCdP72J/siUP4PH6HCcl4lH-/ouAfnrmM2GN_off2/gTCWs2lbSMYJTqbE/i4cRp7RSbalNDva5/L_8tkaz3JfJu_kKe/hUTfVF0ICW_Ge9NE/Jg58lakWa7NSZB0c/N2HyOIi-rWvFICuS/MJUMrUhJ9U5xtPAI/-D81mEce9yWRIc8V/Zo53t9WFUgS3mcmj/qEOc93XxBsfNLDxJ/jFpsXvfIaZWVOqZo/KUf6TIgMOxk"
"1771750582-38","https://eleveprints.com/en-usd/collections/t-shirts","The Legend Tee","$26.00","+3","","https://imgproxy.fourthwall.com/Quhqg_CxHOJakUH044xhkMrfuwqIhlUedWZ-ATplIfg/w:720/sm:1/enc/NdlzC8pGIuoroca7/wx5RpPdT222TCnWB/66hNWI7eob2Ug0OS/vC7ElzLt7Yrs8HL2/3m-C_XA2CYwU3NHP/2ljiXWOWN6RHvLZ1/fDyy1X-wpHuUuVvC/2pxivvAKC3eWd_T_/RKG3auOt2vcutLPK/1c_iW_oCf3mvAOQ3/vwZnR1zIvfzubfGW/lgxk6BxKWWKKq4Do/BXjKxvJ2dn-H3AA9/88WUAGugu3BdSFBC/Zhd-FkV9vDU","https://imgproxy.fourthwall.com/BCuQg0v__hI0Kps2G2Al9kkjb6GccMJwH7TXPAGHbl8/w:720/sm:1/enc/hMJw_bka4VRuq8nR/hkiHEtHw3tDbksce/q8c4bJ9OmlgsSXxD/jLdjbDRfFBqqrmCr/upS1c6M8AY9J9HNY/SLShyLZE79wSmhQT/uN9UUaiyMPBoZqKz/96GmvdgFYQPeKiSy/443bqKwAoJZ_TWcx/Yqfuf_OnlEcS_8aY/0IVozfV-q-NCR4Uu/QsyuJEKh31yJuIVv/uyleRCghyUsY71bX/y9bTY2DgvfchD2Oi/TkNoYq78xpE"
